Código;Sector;Tipo;Tipo1;FECHA;Descripción;
77234345;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;CALZART BOLIVIA   requiere contratar señoritas y jóvenes estudiantes de las siguientes carreras, administración, ingeniería comercial, marketing, comunicación, psicología con experiencia en atención al cliente (ventas) para la zona sur en los siguientes horarios 09.00 a 14.30 y 14.00 a 20.30 de lunes a sábado referencias calle Tarija 231 entre Linares y Murillo celular whatsapp 77234345 info@calzartbolivia.com;
79608068;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   vendedoras tienda de ropas sueldo y comisiones 79608068, 68122928. ;
70520085;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   un maestro panadero y ayudantes Zoilo Flores 1244, San Pedro 70520085, 68040311. ;
73570917;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;PASTELERIA   Emanuel requiere Srta. para ventas 1/2 tiempo Ref. 2310039, 73570917. ;
72074974;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   cerrajero 72074974. ;
61222926;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   volantero 61222926. ;
61222926;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;PERSONAL   internet 61222926. ;
79111554;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE NECESITA   señorita atención wiskería karaoke base 50bs. urgente 70656377, 79111554. ;
74050562;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;RESTAURANT LOS TAJIBOS   Necesita cocinera y mesera que viva por Villa el Carmen c.74050562 ;
68170350;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;JOVEN   con o sin experiencia ayudante ventas reparacion impresoras Huyustus que viva por el sector 68170350 Eddy. ;
73048224;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;LLAME YA!   Buenos ingresos, c/s experiencia 1/2 tiempo Sr.Ayarde cel. 73048224 72569424. ;
78937777;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   personal o pareja para serenaje porteria limpieza 78937777. ;
60675240;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SEñORITAS   meseras medio tiempo semanal 900. llamar 60675240. ;
77291153;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;PERSONAL   limpieza medio tiempo 77291153. ;
2798517;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIRE   Aux. enfermería, turnos 12-24 Hrs. sueldo 1440Bs.- atención tercera edad 2798517. ;
70565053;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   jovenes ayudantes de panadería para la zona de Calacoto turno día. 70565053 ;
76003899;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;DISTRIBUIDORA   de alimentos busca personas tiempo parcial Entrevistas 76003899. ;
77563688;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;URGENTE   joven o señorita para ayudar en oficina 77563688. ;
388390;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE NECESITA   Sra.Peladora de papa y joven para lava platos Edificio Nayjama Plaza Eguino No.388-390 ;
71982394;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO URGENTE   maestros salteñeros y panaderos ref.71982394 71910950. ;
2846293;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   joven ayudante vendedor El Alto referencias 2846293. ;
2146198;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;AYUDANTES DE COCINA   meseros/as que hablen ingles enviar CV a jobs@4cornerslapaz.com o llamar a 2146198. ;
60101534;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIERE   señoritas auxiliares de farmacia avenida kollasuyo 60101534. ;
71269938;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIERE   regenta farmaceutica señoritas auxiliares complejo Rio Seco 71269938. ;
72039129;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   garzon para discoteca y trabajadora multiple 72039129. ;
72066464;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   operadores de máquinas fotocopiadores en horarios de mañana o tarde llamar Cel. 72066464. ;
72568329;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;FARMACEUTICA   preciso 72568329, 61209783. ;
2461354;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   diseñadora gráfica con conocimientos de secretariado Ref. calle Santa Cruz 231, Tel. 2461354. ;
70572363;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;REQUIERO   señoritas para secado de cabinas mensual 1500 doy mesa puesta pasajes y extras 70572363. ;
70572363;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;REQUIERO   jóvenes para lavado de camiones mensual 1500 doy mesa puesta pasajes y extras 70572363. ;
75250917;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;TIENES   unas horas libres a la semana y quiere obtener ingresos extras. Llame 75250917. ;
75034901;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;EMPRESA INMOBILIARIA   En expansión Internacional, busca personal de ambos sexos para generar ingresos extras. Sin descuidar su actividad actual. Entrevista sólo este Jueves y Viernes en el Hotel Radisson La Paz-Bolivia. Asegura tu espacio. Contacto Lic. Marco Laguna 70293547-75034901;
75820246;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIERE   secretaria tiempo completo El Alto Referencias 75820246. ;
71932958;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;REQUIERO   secretaria para Notaría Fe Pública 71932958, 2906449 ;
1365;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIERE   ayudante de cocina t/mañana y tarde meseras t/mañana y tarde cajera t/tarde planchera calle Potosí y Loayza Nº/1365 ;
72017080;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE NECESITA   diseñador gráfico y cortador guillotina Ref 72017080 ;
70511686;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;EMPRESA PRECISA   Tecnico Mecánico de Banco con especialidad en tornería, fresa y soldadura. Residencia El Alto Ref. 70511686. ;
75271769;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;REQUIERO   niñera o parvularia z/villa Adela Hrs/16:00-22:00, 75271769 s/800. ;
75872831;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;PRECISO   cocinera sueldo 1.600, 2847055, 75872831. ;
76544299;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;PERSONA   atención internet 76544299. ;
71541092;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   ayudante para distribución de cerveza 71541092. ;
77555036;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   maestros carpinteros Cel. 77555036. ;
75888363;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   urgente administradora club privado Ceja El Alto 75888363. ;
72593505;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;BUSCO   Srtas. meseras para karaoke 72593505. ;
60660334;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;EMPRESA   canadiense requiere personal 2100.- 60660334 ;
70650595;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIERE   personal con o sin experiencia para construcción metálica y obra civil lugar avenida Periférica celular 67178373, 70650595 ;
71531892;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   maestro panadero y ayudantes de pastelería urgente llamar Cel. 71531892, 71531864 El Alto. ;
76228210;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;VIERNES   sabado domingo necesito mesera sueldo 700Bs. mes 9:00 a 18:00 PM zona Cota Cota 76228210 ;
71298917;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   Enfermera Auxiliar para Farmacia 67035781 71298917. ;
67930663;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;UYUNI   se necesita 2 ayudantes de cocina y un garzon para restaurant en la ciudad de Uyuni se ofrece buen sueldo y vivienda Ref 67930663 ;
641;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;HOTEL   turístico precisa recepcionista diferentes turnos, inglés fluido, sociable, buen ambiente laboral, d/inmediatao entrevistas c/CV avenida Monte 641 ;
70640449;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   ayudante cocina fabrica 70640449. ;
61215342;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE NECESITA   joven serio y responsable para atencion de salon de billar (turno 17:00 a 23:00 Hr) en zona Miraflores centro Ref 2913680, 61215342 ;
71527160;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE NECESITA   Sra. para atención de persona mayor de lunes a viernes en el horario de 09.00 ó 17.00 Ref. 71527160. ;
2000;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;EMPRESA   distribuidora busca vendedor y encargado administrativo enviar C.V. lapazrrhh@hotmail.com ;
2072;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;MENSAJERO   con garantía presentarse con curriculum y pretensión salarial en Av. 20 de Octubre 2072 Edif. Atahuallpa P.B. Of. 1. ;
76587569;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;AYUDANTE   para Inst. de gas domiciliario Cel 76587569 ;
67053028;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;COCINERO(A)   para snack Tejada Sorzano, tardes 67053028. ;
2823462;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIERE   personal para repartir volantes de 10:30 a 18:30 Instituto Sagrado Corazón Avenida 6 de marzo 2823462. ;
79113593;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;PARA   la zona sur se requiere administrador y personal para limpieza Ref 79113593, 2409123 ;
2408003;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIERE   jovenes para asistente mensajero para departamento tecnico y folleteador Ref 2408003 ;
2462746;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SEÑORA(ITA)   para limpieza karaoke 8:00a.m.- 10:00a.m., Bs.35.- día 2462746. ;
78968331;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;¡GANE   dinero extra! 78968331 ;
74058893;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;DISCOTECA   urgente meseras, 74058893. ;
2102739;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE NECESITA   señorita para la atención de pastelería Ref 2102739 ;
72587623;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;URGENTE   Costureros para Brasil cel.72587623. ;
72039474;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   señoritas Para Atencion de Fotocopias Fac-Ingenieria 6to Piso 72039474. ;
77516817;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIERE   Abogado con conocimientos Civiles Sueldo 1.800 ref.77516817 ;
77794181;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE NECESITA   con suma urgencia diseñador grafico con experiencia Cel. 77794181, 2821211. ;
76548689;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE NECESITA   ayudante de cocina c/s experiencia Zona Miraflores Plaza Triangular cel.76548689. ;
75827716;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE PRECISA   garzones seguridad, animador c.75827716 ;
71297150;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;INDUSTRIA   requiere señoritas c/experiencia ventas tiempo completo sueldo fijo de lunes a viernes 71297150. ;
74016120;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;THIMPU-SAJTA   joven que sepa hacer ahogados 74016120 medio tiempo. ;
60560576;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;CAMARERO NECESITA   empresa de hospedaje 60560576. ;
72559424;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;AQUI PERSONAS   -1/2 tiempo -500 semanal -Sr.Galileo 69753392 72559424 9/ingresos ;
953;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE NECESITA   srta para ventas 2pm a 20:00pm 750bs +comision Linares #953. ;
78970452;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE PRECISA   ayudante para taller de motos 78970452 ;
72589717;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;MEDIO   tiempo Ref 72589717 ;
70133338;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;ASISTENTE   dental se necesita asistente dental para clínica privada, tiempo completo Ref 2432682, 70133338 ;
75295672;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;URGENTE   empresaria Noemi requiere personas 1/2 tiempo c/sin experiencia g/ingresos 500 semanal 75295672, 71954825. ;
4620;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;ORGANIZACION   rural de La Paz requiere contratar auxiliar de contabilidad con experiencia en contabilidad, impuestos, AFPs, interesados dejar CV con pretensión salarial, dirección Av. Antofagasta No.70 zona Villa Dolores El Alto. ;
73743686;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;ADMINISTRADOR(A)   volanteros limpieza urgente 70196001, 73743686. ;
75206845;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;AYUDANTE   soldador Av. Cívica villa exaltación El Alto telefono 75206845, 71943670. ;
70524068;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   garzón mesera, fines de semana, buenas propinas más sueldo 70524068, 2253303. ;
75202525;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;EMPRESA   gastronómica requiere cocinera(o) nocturno para fabrica ayudantes mañana, tarde ayudantes atención desayuno Ref. 73232894, 75202525. ;
2442292;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;REST. JAPONES   necesita 1 ayudante de cocina 11:00 a 23:00 y portero de 11:00 a 23:00 y 2 meseros de 11:00 a 23:00 y (11:00 a 15:00, 19:00 a 23:00 8 horas) Batallón Colorado N. 98 teléfono 2442292 ;
65646111;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   prensista GTO-46 Ceja 65646111. ;
76506882;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE PRECISA   señorita sin experiencia Tel. 2141279 Cel. 76506882 ;
76576391;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;EMPRESA   distribuidora requiere personal ambos sexos m/18 años m/t.1600 t/c.3200Bs. Ref. 76576391. ;
2200474;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   joven para empresa de eventos manejo de equipos con disponibilidad de tiempo c/Juan de La Riva 1438 Of/11 P1 entre Bueno y Loayza 2200474. ;
72588448;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   recepcionista 72588448. ;
72588448;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   cocinera para restaurant y ayudante de cocina. 72588448 ;
70547327;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITAMOS   ayudantes para taller de frenos Ref. Av. Tito Yupanqui #1243 zona Villa Copacabana Ref. 70547327. ;
1923;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;NECESITO   ayudante de cocina horario 9:00 a 15:30 de lunes a viernes Ref plaza del Estudianre 1923 bajos ABC Color trabajo inmediato ;
67327777;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIERE   ayudante de carniceria con o sin experiencia Ref 67000917, 67327777 ;
79574279;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SEñORITA   necesito Bienes Raices conocimiento trámites disponibilidad viajes 79574279 ;
73054136;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE NECESITA   ayudante para snack de comida japonesa calle Luis Crespo 2070 casi Chaco urgente 73054136 ;
2461787;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE NECESITA   técnico optico para regentar optica Ref 2461787 ;
78900076;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIERE   DJ y cajera turno noche para pub 78900076 ;
2913500;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SE REQUIERE   Srta. con conocimiento en Comercio Exterior experiencia en transporte internacional presentarse en la Av. Busch entre Guatemala y Haiti Ed. Colibri pb Of. 4 Tel. 2913500 ;
79651431;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;SOLICITO   señoritas para whiskería, excelente sueldo 79651431 horario libre, urgente. ;
76763838;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;REQUIERO   vendedor(a) para centro de El Alto con garantía 76763838. ;
67240081;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;VENDEDOR   autorepuestos experto c/garantía sueldo 4.500bs. 67240081/2 ;
72004957;Servicios & Negocios;OFICIOS SOLICITADOS;;15/04/2015;PRECISO   mesero c/experiencia zona turística 72004957, 70645163. ;
